duration_ms,explicit,genres,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
284320,f,['pop'],11,0.0487,0.76,0.667,0.0873,0.0,0.0872,-6.962,1.0,0.043,116.0,4.0,0.964
108493,f,['pop'],7,0.0346,0.675,0.768,0.978,7.0,0.0427,-8.933,1.0,0.036,138.0,4.0,0.829
152266,f,['pop'],7,0.191,0.27,0.259,0.868,6.0,0.117,-14.208,1.0,0.0329,99.0,4.0,0.0471
107840,f,['pop'],7,0.00398,0.5,0.369,0.943,0.0,0.0789,-9.998,1.0,0.0478,219.0,4.0,0.532
167993,f,['eletronic'],27,0.0228,0.286,0.902,0.655,5.0,0.346,-3.514,0.0,0.0378,150.0,4.0,0.164
323200,f,['eletronic'],34,0.0403,0.543,0.938,0.0059,7.0,0.162,-6.244,1.0,0.288,150.0,4.0,0.0963
224000,f,['eletronic'],30,0.0196,0.247,0.779,0.000534,2.0,0.486,-5.49,0.0,0.0406,150.0,4.0,0.163
168000,f,['eletronic'],28,0.0348,0.607,0.953,9.93e-06,8.0,0.058,-2.604,0.0,0.233,150.0,4.0,0.248
265200,f,['eletronic'],23,0.0377,0.372,0.939,0.000653,6.0,0.0405,-4.58,0.0,0.207,150.0,4.0,0.182
171200,f,['eletronic'],30,0.0501,0.624,0.955,0.104,2.0,0.149,-3.993,1.0,0.337,75.0,4.0,0.296
195100,f,['eletronic'],22,0.00137,0.502,0.975,2.31e-06,11.0,0.0729,-3.271,0.0,0.437,150.0,4.0,0.281
263949,f,['eletronic'],29,0.0124,0.562,0.915,0.0464,8.0,0.0997,-3.743,0.0,0.177,150.0,4.0,0.242
216200,f,['eletronic'],25,0.0309,0.623,0.903,1.41e-06,9.0,0.0679,-2.584,1.0,0.275,150.0,4.0,0.242
188400,f,['eletronic'],35,0.0454,0.415,0.955,0.000915,2.0,0.134,-4.223,1.0,0.0624,150.0,4.0,0.322
254800,f,['eletronic'],32,0.0265,0.64,0.871,0.00109,0.0,0.0974,-3.483,0.0,0.0603,150.0,4.0,0.137
206680,f,['eletronic'],26,0.153,0.513,0.781,0.106,3.0,0.0537,-4.689,1.0,0.0408,150.0,4.0,0.134
261300,f,['eletronic' 'r&b'],22,0.134,0.508,0.433,0.00184,0.0,0.0934,-9.788,1.0,0.0434,120.0,1.0,0.131
228500,f,['eletronic' 'r&b'],48,0.46,0.816,0.471,0.0322,0.0,0.336,-14.005,1.0,0.0361,120.0,4.0,0.909
222324,f,['eletronic' 'r&b'],45,0.455,0.704,0.642,0.00708,5.0,0.546,-11.93,0.0,0.139,98.0,4.0,0.607
257574,f,['eletronic' 'r&b'],14,0.718,0.523,0.202,2.07e-05,5.0,0.335,-18.077,1.0,0.0391,135.0,4.0,0.259
226800,f,['eletronic' 'r&b'],40,0.175,0.634,0.502,0.1,4.0,0.137,-8.943,1.0,0.027,128.0,4.0,0.551
208098,f,['eletronic' 'r&b'],40,0.437,0.732,0.558,0.323,11.0,0.414,-12.188,0.0,0.0577,142.0,4.0,0.694
204144,f,['eletronic' 'r&b'],43,0.432,0.506,0.369,0.00425,5.0,0.107,-9.963,0.0,0.0446,120.0,4.0,0.376
186285,f,['eletronic' 'r&b'],41,0.697,0.771,0.34,0.000655,4.0,0.109,-10.997,0.0,0.0282,105.0,4.0,0.574
303993,f,['eletronic'],33,0.0026,0.556,0.981,0.0668,7.0,0.0657,-4.635,1.0,0.116,150.0,4.0,0.178
210560,f,['pop'],27,0.0469,0.602,0.823,0.00162,0.0,0.219,-5.93,1.0,0.0279,120.0,4.0,0.96
238826,f,['pop'],26,0.228,0.707,0.775,0.000169,9.0,0.0758,-6.362,1.0,0.0326,115.0,4.0,0.824
162440,f,['pop'],15,0.456,0.77,0.37,0.00119,0.0,0.103,-6.385,1.0,0.0257,103.0,4.0,0.553
269800,f,['pop'],59,0.0686,0.628,0.868,0.0805,0.0,0.212,-4.924,1.0,0.0334,120.0,4.0,0.863
217013,f,['pop'],25,0.0912,0.605,0.841,0.317,0.0,0.288,-5.735,1.0,0.0285,90.0,4.0,0.73
242173,f,['pop'],15,0.0172,0.578,0.93,0.199,6.0,0.312,-4.666,1.0,0.0401,129.0,4.0,0.565
229760,f,['pop'],12,0.173,0.781,0.939,0.235,7.0,0.133,-5.76,1.0,0.0353,122.0,4.0,0.965
239693,f,['pop'],42,0.101,0.586,0.867,0.00173,0.0,0.0789,-5.677,1.0,0.03,125.0,4.0,0.516
225360,f,['pop'],24,0.00941,0.641,0.899,0.131,9.0,0.0568,-6.384,1.0,0.0543,127.0,4.0,0.879
157493,f,['pop'],0,0.246,0.774,0.776,0.0286,11.0,0.107,-6.864,0.0,0.0429,126.0,4.0,0.193
188146,f,['pop'],0,0.125,0.788,0.564,0.000213,1.0,0.0938,-7.096,0.0,0.0444,125.0,4.0,0.38
161463,f,['pop'],0,0.127,0.732,0.52,0.0347,2.0,0.139,-6.684,0.0,0.0376,120.0,4.0,0.339
158474,f,['pop'],5,0.0206,0.731,0.639,1.29e-05,9.0,0.0789,-6.597,1.0,0.0359,122.0,4.0,0.527
237906,f,['pop'],0,0.452,0.573,0.65,6.46e-06,2.0,0.0723,-7.022,0.0,0.0385,109.0,4.0,0.333
234453,f,['pop'],0,0.164,0.61,0.621,0.0131,2.0,0.248,-6.762,1.0,0.0327,121.0,4.0,0.247
188653,f,['pop'],0,0.0276,0.662,0.682,5.72e-06,7.0,0.284,-8.063,1.0,0.11,110.0,4.0,0.605
181053,f,['pop'],0,0.048,0.748,0.818,0.0379,9.0,0.0801,-7.047,0.0,0.036,124.0,4.0,0.406
218520,f,['pop'],0,0.324,0.72,0.529,1.14e-05,5.0,0.119,-8.733,0.0,0.0712,100.0,4.0,0.538
138013,f,['pop'],7,0.275,0.763,0.61,2.71e-05,5.0,0.12,-8.094,0.0,0.0355,121.0,4.0,0.392
264480,f,['pop'],0,0.592,0.813,0.707,0.161,11.0,0.123,-9.065,1.0,0.0656,121.0,4.0,0.334
191120,f,['pop'],0,0.233,0.647,0.304,0.316,7.0,0.0977,-13.208,1.0,0.0439,85.0,4.0,0.0528
246653,f,['pop'],27,0.00481,0.57,0.911,0.0309,0.0,0.209,-6.25,1.0,0.0321,120.0,4.0,0.739
254893,f,['pop'],13,0.0482,0.526,0.703,0.00238,0.0,0.0769,-7.127,1.0,0.0543,188.0,4.0,0.708
257279,f,['pop'],17,0.000915,0.547,0.964,0.585,2.0,0.489,-4.758,1.0,0.0415,124.0,4.0,0.494
214586,f,['pop'],13,6.9e-05,0.569,0.879,0.00422,0.0,0.307,-5.171,1.0,0.0308,128.0,4.0,0.862
253560,f,['pop'],15,0.000148,0.54,0.754,0.778,2.0,0.366,-6.495,1.0,0.031,97.0,4.0,0.662
239266,f,['pop'],11,0.00161,0.621,0.932,0.0852,0.0,0.32,-6.167,1.0,0.0297,124.0,4.0,0.662
243200,f,['pop'],39,0.0427,0.458,0.843,1.49e-05,2.0,0.116,-4.524,1.0,0.0367,82.0,4.0,0.269
210026,f,['pop'],10,0.00263,0.481,0.96,0.00103,0.0,0.29,-4.935,1.0,0.0848,100.0,4.0,0.363
211066,f,['pop'],13,3.11e-05,0.545,0.908,0.75,11.0,0.401,-5.574,0.0,0.0273,134.0,4.0,0.79
193520,f,['pop'],16,0.000795,0.601,0.794,0.76,2.0,0.397,-5.416,1.0,0.0467,125.0,4.0,0.549
232053,f,['pop'],0,0.0136,0.673,0.888,0.583,2.0,0.0796,-8.781,1.0,0.031,124.0,4.0,0.77
204426,f,['pop'],0,7.27e-06,0.484,0.764,1.97e-06,0.0,0.214,-6.764,1.0,0.0323,136.0,4.0,0.434
224880,f,['pop'],0,0.318,0.686,0.545,0.72,7.0,0.107,-8.107,1.0,0.0295,120.0,4.0,0.831
227946,f,['pop'],0,0.00569,0.567,0.699,0.893,2.0,0.18,-7.98,1.0,0.0311,116.0,4.0,0.496
204506,f,['pop'],0,0.0103,0.656,0.719,0.000312,2.0,0.106,-8.249,1.0,0.035,128.0,4.0,0.468
202733,f,['pop'],0,0.0648,0.717,0.525,0.00174,7.0,0.0705,-9.158,1.0,0.0306,122.0,3.0,0.6
210853,f,['pop'],0,0.0948,0.664,0.773,0.347,7.0,0.0564,-5.99,1.0,0.032,120.0,4.0,0.942
212946,f,['pop'],26,0.00862,0.521,0.884,0.268,9.0,0.109,-5.48,0.0,0.032,162.0,4.0,0.633
190906,f,['pop'],15,0.227,0.598,0.708,0.0365,1.0,0.0662,-6.39,1.0,0.0967,175.0,4.0,0.801
241253,f,['pop'],25,0.00849,0.589,0.886,0.0289,1.0,0.102,-5.87,1.0,0.0327,130.0,4.0,0.883
211546,f,['pop'],37,0.00921,0.571,0.808,0.0057,2.0,0.069,-6.505,0.0,0.0349,144.0,4.0,0.962
216693,f,['pop'],34,0.548,0.752,0.72,0.82,1.0,0.0806,-7.655,1.0,0.0316,103.0,4.0,0.838
252106,f,['pop'],31,0.0575,0.538,0.734,0.635,8.0,0.0478,-7.461,1.0,0.034,110.0,3.0,0.352
228186,f,['pop'],21,0.182,0.593,0.701,0.00357,4.0,0.0597,-8.428,1.0,0.0455,115.0,4.0,0.243
164040,f,['pop'],18,0.43,0.614,0.881,0.301,5.0,0.115,-6.142,0.0,0.0317,138.0,4.0,0.275
234826,f,['pop'],20,0.00834,0.779,0.752,5.12e-05,4.0,0.0786,-5.979,0.0,0.0299,125.0,4.0,0.94
236146,f,['pop'],39,0.205,0.76,0.716,0.133,0.0,0.182,-5.516,1.0,0.0519,124.0,4.0,0.968
212773,f,['pop'],21,0.000596,0.691,0.849,0.232,11.0,0.138,-4.631,1.0,0.0606,138.0,4.0,0.955
229293,f,['pop'],13,0.0249,0.523,0.648,0.387,0.0,0.3,-7.532,1.0,0.0347,152.0,4.0,0.613
223381,f,,18,0.00343,0.743,0.955,0.0968,9.0,0.211,-7.597,0.0,0.0645,139.0,4.0,0.134
293857,f,,17,0.115,0.742,0.952,0.0183,5.0,0.181,-6.477,0.0,0.179,142.0,4.0,0.0592
265382,f,,16,0.0067,0.685,0.981,0.378,7.0,0.32,-7.179,1.0,0.339,142.0,4.0,0.0873
201988,f,,16,0.109,0.595,0.858,0.0976,6.0,0.317,-6.927,1.0,0.0629,142.0,4.0,0.172
271943,f,,25,0.353,0.612,0.988,0.904,7.0,0.135,-5.449,1.0,0.166,142.0,4.0,0.0325
211019,f,,18,0.0467,0.425,0.87,0.0376,10.0,0.339,-5.42,0.0,0.041,145.0,4.0,0.0673
163170,f,,24,0.0927,0.638,0.646,0.525,7.0,0.117,-8.556,0.0,0.0388,145.0,4.0,0.159
356526,f,,16,0.00367,0.664,0.695,0.21,11.0,0.179,-8.127,0.0,0.0717,145.0,4.0,0.0534
440979,f,,14,0.0313,0.694,0.826,0.754,4.0,0.271,-6.868,0.0,0.234,140.0,4.0,0.0926
266465,f,,12,0.000432,0.619,0.987,0.751,8.0,0.211,-6.646,1.0,0.0642,139.0,4.0,0.168
226427,f,,12,0.276,0.71,0.894,0.935,10.0,0.105,-6.519,0.0,0.0886,145.0,4.0,0.185
286846,f,,14,0.000221,0.684,0.763,0.736,8.0,0.145,-8.586,1.0,0.0962,142.0,4.0,0.0815
171971,f,,13,0.00153,0.788,0.929,0.00512,7.0,0.403,-6.654,1.0,0.13,139.0,4.0,0.361
276858,f,,12,0.000718,0.714,0.965,0.315,1.0,0.167,-4.777,0.0,0.176,141.0,4.0,0.0509
353562,f,,11,0.00124,0.709,0.934,0.828,9.0,0.166,-7.218,1.0,0.153,139.0,4.0,0.096
368469,f,,12,0.00244,0.661,0.881,0.606,7.0,0.133,-7.483,1.0,0.153,145.0,4.0,0.0625
217600,f,,32,0.0551,0.549,0.691,0.493,7.0,0.513,-8.105,1.0,0.0384,150.0,4.0,0.04
333200,f,,12,0.0774,0.621,0.854,0.562,8.0,0.0826,-4.579,1.0,0.07,150.0,4.0,0.183
393657,f,,13,0.00327,0.618,0.969,0.599,7.0,0.111,-4.583,1.0,0.0899,145.0,4.0,0.309
281400,f,,24,0.022,0.653,0.819,0.55,11.0,0.24,-7.26,0.0,0.0863,150.0,4.0,0.429
210836,f,,15,0.559,0.287,0.882,0.593,7.0,0.899,-3.911,0.0,0.0792,165.0,4.0,0.0874
361959,f,,16,0.0448,0.684,0.96,0.0135,3.0,0.0356,-3.22,1.0,0.132,150.0,4.0,0.253
376858,f,,14,0.00453,0.519,0.851,0.267,9.0,0.0845,-5.417,1.0,0.263,150.0,4.0,0.0685
252796,f,,13,0.0885,0.62,0.977,0.658,1.0,0.275,-4.474,1.0,0.109,150.0,4.0,0.428
356756,f,,23,0.066,0.605,0.885,0.00678,7.0,0.0422,-5.385,0.0,0.0523,148.0,4.0,0.151
369225,f,,14,0.13,0.518,0.708,0.547,2.0,0.0482,-5.969,1.0,0.0779,150.0,4.0,0.0395
301448,f,,17,0.00452,0.405,0.935,0.035,3.0,0.0452,-4.188,0.0,0.0502,150.0,4.0,0.378
192175,f,,12,0.0555,0.548,0.913,0.00013,7.0,0.122,-4.919,1.0,0.17,150.0,4.0,0.126
432000,f,,26,0.021,0.541,0.9,0.813,11.0,0.0417,-5.654,0.0,0.0724,150.0,4.0,0.103
353600,f,,30,0.106,0.634,0.668,0.137,10.0,0.0961,-4.466,1.0,0.0573,150.0,4.0,0.0888
359628,f,,12,0.183,0.34,0.829,0.169,1.0,0.614,-4.523,1.0,0.0969,75.0,4.0,0.228
191602,f,,22,0.167,0.437,0.888,0.446,9.0,0.0832,-4.843,0.0,0.0429,150.0,4.0,0.191
208378,f,,13,0.0768,0.331,0.973,0.0426,6.0,0.313,-4.775,0.0,0.0807,148.0,4.0,0.107
191904,f,,29,0.0407,0.515,0.963,0.104,9.0,0.174,-4.699,0.0,0.0469,75.0,4.0,0.791
166400,f,,39,0.00593,0.57,0.897,1.19e-05,2.0,0.0919,-6.187,0.0,0.0418,150.0,4.0,0.0815
238400,f,,20,0.0685,0.556,0.955,0.716,5.0,0.0688,-5.778,0.0,0.0453,150.0,4.0,0.501
217600,f,,28,0.243,0.623,0.737,0.00104,5.0,0.101,-6.642,0.0,0.0376,150.0,4.0,0.2
188800,f,,14,0.0136,0.546,0.979,8.44e-06,1.0,0.0608,-2.375,1.0,0.116,75.0,4.0,0.427
192500,f,,55,0.298,0.553,0.594,6.17e-05,2.0,0.262,-6.451,1.0,0.0306,150.0,4.0,0.287
222919,f,,11,0.0691,0.529,0.933,0.000187,7.0,0.395,-5.479,0.0,0.0381,150.0,4.0,0.29
274842,f,,0,0.00611,0.387,0.93,0.00142,9.0,0.539,-3.693,0.0,0.0881,150.0,4.0,0.51
216000,f,,25,0.122,0.486,0.821,0.000116,0.0,0.142,-5.519,1.0,0.0844,150.0,4.0,0.243
248000,f,,19,0.139,0.635,0.925,0.295,9.0,0.304,-3.291,0.0,0.111,150.0,4.0,0.423
220800,f,,35,0.0263,0.228,0.734,2.6e-06,5.0,0.117,-3.25,0.0,0.04,147.0,4.0,0.233
212837,f,,14,0.0117,0.479,0.763,5.4e-06,6.0,0.329,-3.812,1.0,0.0448,148.0,4.0,0.21
364672,f,['eletronic'],35,0.0017,0.826,0.64,0.856,3.0,0.0273,-6.557,0.0,0.0544,122.0,4.0,0.762
344973,f,['eletronic'],53,3.04e-05,0.428,0.983,0.824,10.0,0.322,-4.104,0.0,0.0478,174.0,4.0,0.3
398213,f,['eletronic'],46,0.00183,0.582,0.934,0.684,11.0,0.388,-5.333,0.0,0.0454,138.0,4.0,0.452
331240,f,['eletronic'],61,0.000122,0.515,0.899,0.0795,7.0,0.367,-5.115,1.0,0.0602,174.0,4.0,0.267
315733,f,['eletronic'],51,0.00014,0.367,0.97,0.806,8.0,0.168,-5.109,1.0,0.128,176.0,4.0,0.169
249920,f,['eletronic'],34,1.87e-05,0.215,0.986,0.934,5.0,0.106,-5.263,0.0,0.217,173.0,4.0,0.038
242040,t,['eletronic'],35,0.09,0.667,0.886,0.00189,11.0,0.119,-3.853,1.0,0.29,177.0,4.0,0.205
252493,f,['eletronic'],35,0.00977,0.718,0.748,0.845,11.0,0.0415,-3.753,1.0,0.118,173.0,4.0,0.702
214426,f,['eletronic'],44,0.00709,0.541,0.904,0.000317,9.0,0.0427,-4.046,0.0,0.294,175.0,4.0,0.242
246866,f,['eletronic'],31,0.00799,0.586,0.951,0.00917,5.0,0.0569,-2.883,1.0,0.0891,86.0,4.0,0.484
252360,f,['eletronic'],58,0.0706,0.517,0.886,0.00252,7.0,0.137,-4.357,1.0,0.395,175.0,4.0,0.213
239893,f,['eletronic'],46,0.081,0.647,0.935,0.344,11.0,0.217,-3.898,0.0,0.0638,85.0,4.0,0.501
275693,f,['eletronic'],46,0.0272,0.444,0.945,0.13,6.0,0.416,-3.559,0.0,0.113,109.0,5.0,0.147
224386,f,['eletronic'],30,0.00412,0.669,0.932,0.00256,2.0,0.128,-3.783,1.0,0.0526,173.0,4.0,0.39
256720,f,['eletronic'],28,0.125,0.495,0.952,0.0845,8.0,0.104,-2.576,0.0,0.163,172.0,4.0,0.101
183518,f,['pop'],68,0.00897,0.612,0.963,0.00378,5.0,0.294,-3.912,0.0,0.0531,138.0,4.0,0.179
210125,f,['pop'],43,0.00919,0.631,0.71,0.00577,7.0,0.139,-7.09,1.0,0.031,115.0,4.0,0.243
150160,f,['pop'],45,0.0303,0.679,0.928,3.33e-05,3.0,0.143,-3.66,0.0,0.0597,117.0,4.0,0.663
197853,f,['pop'],29,0.221,0.822,0.661,5.9e-05,1.0,0.0554,-6.928,0.0,0.0486,109.0,4.0,0.745
195200,f,['pop'],37,0.067,0.478,0.924,1.34e-05,7.0,0.466,-2.723,1.0,0.0317,150.0,4.0,0.382
211655,f,['pop'],35,0.022,0.46,0.878,0.508,4.0,0.157,-5.203,0.0,0.0437,128.0,4.0,0.454
193250,f,['pop'],25,0.0109,0.652,0.807,0.000111,4.0,0.1,-6.625,0.0,0.0295,132.0,4.0,0.376
172173,f,['pop'],55,0.00136,0.582,0.953,0.00197,5.0,0.324,-6.113,0.0,0.0567,138.0,4.0,0.12
152238,f,['pop'],55,0.0212,0.759,0.948,0.336,1.0,0.366,-5.465,1.0,0.114,134.0,4.0,0.181
196846,f,['pop'],37,0.0378,0.317,0.977,0.0278,4.0,0.259,-3.162,1.0,0.295,130.0,4.0,0.352
197812,f,['pop'],28,0.0181,0.555,0.779,0.00158,5.0,0.568,-5.193,1.0,0.042,128.0,4.0,0.279
169130,t,['pop'],41,0.00166,0.667,0.855,0.233,7.0,0.564,-3.586,1.0,0.0355,138.0,4.0,0.484
316540,f,['eletronic' 'pop'],40,0.00508,0.524,0.866,0.00908,11.0,0.183,-6.823,1.0,0.0315,152.0,4.0,0.89
334399,f,['eletronic' 'pop'],25,0.0358,0.267,0.688,0.394,0.0,0.119,-6.826,1.0,0.0361,91.0,4.0,0.593
193279,f,['eletronic' 'pop'],27,0.021,0.494,0.868,0.0415,4.0,0.079,-6.972,1.0,0.0468,159.0,4.0,0.818
458413,f,['eletronic' 'pop'],30,0.842,0.387,0.297,0.0306,7.0,0.145,-11.629,1.0,0.0316,113.0,4.0,0.091
315306,f,['eletronic' 'pop'],22,0.0303,0.522,0.589,0.256,4.0,0.335,-8.508,0.0,0.031,129.0,4.0,0.342
335293,f,['eletronic' 'pop'],35,0.622,0.502,0.537,0.869,9.0,0.144,-14.341,1.0,0.0446,119.0,4.0,0.22
346586,f,['eletronic' 'pop'],37,0.323,0.309,0.856,0.000329,5.0,0.195,-5.393,1.0,0.0897,86.0,4.0,0.786
330786,f,['eletronic' 'pop'],28,0.00885,0.468,0.75,0.0457,2.0,0.0953,-6.667,1.0,0.0295,113.0,4.0,0.533
380533,f,['eletronic' 'pop'],24,0.85,0.212,0.472,0.692,7.0,0.0979,-10.165,1.0,0.0339,90.0,3.0,0.0925
271026,f,['eletronic' 'pop'],49,0.373,0.371,0.638,0.708,11.0,0.0827,-9.258,1.0,0.0388,77.0,4.0,0.179
320719,f,['eletronic' 'pop'],37,0.173,0.756,0.495,0.00662,11.0,0.119,-9.084,0.0,0.0278,108.0,4.0,0.371
184079,f,['eletronic' 'pop'],23,0.322,0.509,0.832,0.000106,11.0,0.195,-7.55,0.0,0.0601,106.0,4.0,0.834
267453,f,['eletronic' 'pop'],26,0.637,0.77,0.401,0.000325,9.0,0.0884,-9.472,0.0,0.033,125.0,4.0,0.57
145426,f,['eletronic' 'pop'],18,0.772,0.266,0.281,0.0088,2.0,0.113,-10.534,1.0,0.0311,123.0,5.0,0.188
233133,f,['eletronic' 'pop'],19,0.541,0.479,0.379,1.32e-05,0.0,0.126,-7.781,1.0,0.028,152.0,4.0,0.349
432293,f,['eletronic' 'pop'],19,0.954,0.401,0.352,0.888,9.0,0.105,-10.54,1.0,0.0315,100.0,4.0,0.351
399158,f,['eletronic' 'pop'],22,0.934,0.325,0.607,0.212,9.0,0.194,-9.587,1.0,0.0525,90.0,4.0,0.382
156978,f,['eletronic' 'pop'],32,0.951,0.424,0.229,0.000132,0.0,0.0995,-10.705,1.0,0.0347,131.0,4.0,0.142
333626,f,['eletronic' 'pop'],23,0.808,0.563,0.529,0.233,7.0,0.102,-8.343,1.0,0.0307,122.0,4.0,0.557
312933,f,['eletronic' 'pop'],19,0.683,0.409,0.624,0.0283,7.0,0.135,-7.224,1.0,0.0319,114.0,4.0,0.351
196039,f,['eletronic' 'pop'],27,0.00567,0.393,0.847,0.0023,0.0,0.39,-5.43,1.0,0.039,170.0,4.0,0.914
334893,f,['eletronic' 'pop'],32,0.151,0.411,0.659,0.804,7.0,0.281,-7.622,1.0,0.0284,82.0,4.0,0.427
368999,f,['eletronic' 'pop'],18,0.391,0.405,0.529,0.0487,2.0,0.0777,-8.71,1.0,0.0392,86.0,4.0,0.405
295826,f,['eletronic' 'pop'],16,0.000484,0.257,0.699,0.0459,4.0,0.404,-8.022,1.0,0.128,101.0,4.0,0.15
237426,f,['eletronic' 'pop'],17,0.649,0.325,0.565,0.456,2.0,0.508,-9.964,1.0,0.0326,140.0,4.0,0.418
507386,f,['eletronic' 'pop'],13,0.0826,0.169,0.844,0.835,11.0,0.323,-5.912,0.0,0.0544,101.0,4.0,0.227
239119,f,['eletronic' 'pop'],13,0.748,0.352,0.322,0.889,9.0,0.15,-14.237,0.0,0.0335,114.0,4.0,0.233
244586,f,['eletronic' 'pop'],17,0.0782,0.505,0.612,0.00348,4.0,0.123,-6.379,1.0,0.0336,113.0,3.0,0.269
586319,f,['eletronic' 'pop'],15,0.429,0.301,0.754,0.761,2.0,0.134,-7.497,1.0,0.037,125.0,3.0,0.221
279333,f,['eletronic' 'pop'],24,0.0107,0.41,0.603,0.0132,4.0,0.218,-7.997,1.0,0.0398,81.0,4.0,0.277
309559,f,['eletronic' 'pop'],14,0.17,0.449,0.817,0.0854,4.0,0.16,-6.144,1.0,0.0411,116.0,4.0,0.839
458893,f,['eletronic' 'pop'],30,0.965,0.708,0.547,0.464,5.0,0.101,-11.198,0.0,0.0437,91.0,4.0,0.768
302093,f,['eletronic' 'pop'],16,0.473,0.566,0.362,0.114,9.0,0.091,-11.534,1.0,0.034,142.0,4.0,0.142
265293,f,['eletronic' 'pop'],19,0.812,0.425,0.455,2.12e-05,7.0,0.095,-8.441,1.0,0.037,119.0,4.0,0.419
360111,f,['eletronic' 'pop'],18,0.278,0.334,0.602,0.258,0.0,0.303,-5.604,1.0,0.0282,179.0,4.0,0.472
208839,f,['eletronic' 'pop'],33,0.0517,0.803,0.884,0.00233,0.0,0.139,-5.28,1.0,0.0442,112.0,4.0,0.941
288453,f,['eletronic' 'pop'],28,0.0757,0.634,0.597,0.013,2.0,0.268,-7.378,1.0,0.0291,105.0,4.0,0.702
270386,f,['eletronic' 'pop'],27,0.714,0.543,0.412,0.00346,0.0,0.107,-8.77,0.0,0.0311,90.0,4.0,0.386
256879,f,['eletronic' 'pop'],15,0.676,0.589,0.379,0.000573,9.0,0.262,-8.219,1.0,0.0297,104.0,3.0,0.309
183039,f,['eletronic' 'pop'],20,0.179,0.453,0.817,0.000195,0.0,0.352,-5.723,1.0,0.0544,166.0,4.0,0.759
302573,f,['eletronic' 'pop'],22,0.71,0.554,0.469,0.0133,9.0,0.0886,-9.767,1.0,0.0788,155.0,4.0,0.21
300413,f,['eletronic' 'pop'],15,0.0655,0.545,0.664,0.0642,7.0,0.113,-8.202,1.0,0.0508,97.0,4.0,0.333
684186,f,['eletronic' 'pop'],17,0.591,0.492,0.716,0.543,0.0,0.0982,-7.54,1.0,0.0305,90.0,4.0,0.712
338186,f,['eletronic' 'pop'],17,0.616,0.444,0.199,0.874,9.0,0.0983,-15.994,1.0,0.0384,114.0,4.0,0.234
608319,f,['eletronic' 'pop'],15,0.379,0.323,0.396,0.856,1.0,0.118,-11.841,1.0,0.0325,109.0,4.0,0.104
219000,f,['eletronic'],49,0.0011,0.747,0.936,0.902,1.0,0.0912,-8.579,0.0,0.0426,132.0,4.0,0.738
177702,f,['pop'],44,0.0297,0.767,0.464,3.51e-06,11.0,0.0856,-8.019,0.0,0.0689,120.0,4.0,0.454
178787,t,['pop'],38,0.0135,0.613,0.377,2.5e-06,7.0,0.445,-10.255,0.0,0.0805,126.0,4.0,0.0758
202213,t,['pop'],50,0.0144,0.725,0.503,1.52e-06,10.0,0.124,-5.646,1.0,0.209,153.0,4.0,0.0636
262285,f,,31,0.00098,0.469,0.951,0.854,7.0,0.101,-5.869,0.0,0.0439,140.0,4.0,0.0522
270461,f,,33,0.00484,0.586,0.928,0.666,1.0,0.128,-6.283,0.0,0.0315,130.0,4.0,0.186
248888,f,,38,0.0782,0.634,0.96,0.798,3.0,0.334,-7.123,1.0,0.0509,135.0,4.0,0.142
255000,f,,22,0.0189,0.642,0.944,0.642,10.0,0.138,-3.831,0.0,0.0807,128.0,4.0,0.261
163384,f,,63,0.0379,0.633,0.908,0.843,8.0,0.432,-5.432,0.0,0.061,130.0,4.0,0.271
278181,f,,28,0.002,0.251,0.847,0.763,8.0,0.088,-7.489,1.0,0.0454,132.0,4.0,0.0507
213750,f,,19,0.0116,0.578,0.767,0.944,6.0,0.161,-5.633,0.0,0.0484,128.0,4.0,0.337
257928,f,,32,4.08e-05,0.434,0.997,0.906,6.0,0.346,-4.516,0.0,0.0893,150.0,4.0,0.14
180000,f,,36,0.00499,0.576,0.939,0.863,1.0,0.0949,-6.316,1.0,0.0685,130.0,4.0,0.18
164060,f,['hip hop' 'r&b'],27,0.134,0.285,0.72,0.734,7.0,0.0887,-7.932,0.0,0.188,180.0,4.0,0.0957
128276,f,['hip hop' 'r&b'],31,0.0598,0.542,0.718,0.0176,10.0,0.114,-6.447,0.0,0.21,85.0,4.0,0.785
77420,f,['hip hop' 'r&b'],25,0.686,0.425,0.721,0.93,1.0,0.137,-8.959,1.0,0.0439,171.0,4.0,0.0392
257587,f,['hip hop' 'r&b'],43,0.173,0.713,0.805,0.0275,11.0,0.106,-5.588,0.0,0.0619,97.0,4.0,0.36
128646,f,['hip hop' 'r&b'],48,0.0693,0.647,0.79,0.933,5.0,0.23,-8.051,0.0,0.0386,114.0,4.0,0.0391
351687,f,['hip hop' 'r&b'],28,0.00296,0.49,0.709,0.127,2.0,0.153,-6.918,1.0,0.245,142.0,4.0,0.25
105593,f,['hip hop' 'r&b'],23,0.000647,0.538,0.636,0.821,2.0,0.176,-11.539,0.0,0.0428,149.0,4.0,0.896
90515,f,['hip hop' 'r&b'],21,0.145,0.764,0.8,0.519,11.0,0.673,-8.438,0.0,0.384,127.0,4.0,0.704
191784,f,['hip hop' 'r&b'],26,0.0172,0.671,0.491,0.000315,6.0,0.106,-7.767,0.0,0.496,148.0,4.0,0.521
